event_id,rdate,description,url,affiliation
wikipedia-2014-08-30victory-day-turkey,2014-08-30,Victory Day (Turkey),http://en.wikipedia.org/wiki/Victory_Day_(Turkey),
wikipedia-2014-08-31christianfeast-day:aidan-of-lindisfarneraymond-nonnatusaugust-31-eastern-orthodox-liturgics,2014-08-31,ChristianFeast Day:Aidan of LindisfarneRaymond NonnatusAugust 31 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-08-31aidan-of-lindisfarne,2014-08-31,Aidan of Lindisfarne,http://en.wikipedia.org/wiki/Aidan_of_Lindisfarne,
wikipedia-2014-08-31raymond-nonnatus,2014-08-31,Raymond Nonnatus,http://en.wikipedia.org/wiki/Raymond_Nonnatus,
wikipedia-2014-08-31august-31-eastern-orthodox-liturgics,2014-08-31,August 31 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_31_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-31day-of-solidarity-and-freedom-poland,2014-08-31,Day of Solidarity and Freedom(Poland),http://en.wikipedia.org/wiki/Public_holidays_in_Poland,
wikipedia-2014-08-31national-language-dayorlimba-noastra-moldova,2014-08-31,National Language DayorLimba Noastră(Moldova),http://en.wikipedia.org/wiki/Public_holidays_in_Moldova,
wikipedia-2014-08-31independence-day-celebrates-the-independence-ofkyrgyzstanfrom-thesoviet-unionin-1991,2014-08-31,"Independence Day, celebrates the independence ofKyrgyzstanfrom theSoviet Unionin 1991",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-08-31independence-day-celebrates-the-independence-ofmalayafrom-theunited-kingdomin-1957,2014-08-31,"Independence Day, celebrates the independence ofMalayafrom theUnited Kingdomin 1957.",http://en.wikipedia.org/wiki/Hari_Merdeka,
wikipedia-2014-08-31independence-day-celebrates-the-independence-oftrinidad-and-tobagofrom-theunited-kingdomin-1962,2014-08-31,"Independence Day, celebrates the independence ofTrinidad and Tobagofrom theUnited Kingdomin 1962.",http://en.wikipedia.org/wiki/Public_holidays_in_Trinidad_and_Tobago,
wikipedia-2014-09-01anniversary-of-the-start-of-the-armed-struggle-eritrea,2014-09-01,Anniversary of the Start of the Armed Struggle(Eritrea),http://en.wikipedia.org/wiki/List_of_holidays_by_country#Eritrea,
wikipedia-2014-09-01beginning-ofamerindian-heritage-month-guyana,2014-09-01,Beginning ofAmerindian Heritage Month(Guyana),http://en.wikipedia.org/wiki/Amerindian_Heritage_Month_(Guyana),
wikipedia-2014-09-01christianfeast-day:gilesthe-beginning-of-thenew-liturgical-year-eastern-orthodox-churchand-theeastern-catholic-church-september-1-eastern-orthodox-liturgics,2014-09-01,ChristianFeast Day:GilesThe beginning of thenew liturgical year(Eastern Orthodox Churchand theEastern Catholic Church)September 1 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-09-01giles,2014-09-01,Giles,http://en.wikipedia.org/wiki/Saint_Giles,
wikipedia-2014-09-01the-beginning-of-thenew-liturgical-year-eastern-orthodox-churchand-theeastern-catholic-church,2014-09-01,The beginning of thenew liturgical year(Eastern Orthodox Churchand theEastern Catholic Church),http://en.wikipedia.org/wiki/Liturgical_year#Eastern_Orthodox_Church,
wikipedia-2014-09-01september-1-eastern-orthodox-liturgics,2014-09-01,September 1 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/September_1_(Eastern_Orthodox_liturgics),
wikipedia-2014-09-01constitution-day-slovakia,2014-09-01,Constitution Day(Slovakia),http://en.wikipedia.org/wiki/Public_holidays_in_Slovakia,
wikipedia-2014-09-01disaster-prevention-day-japan,2014-09-01,Disaster Prevention Day(Japan),http://en.wikipedia.org/wiki/1923_Great_Kant%C5%8D_earthquake,
wikipedia-2014-09-01earliest-day-on-whichfather-s-daycan-fall-while-september-7-is-the-latest;-celebrated-on-the-first-sunday-in-september-australia-fiji-new-zealand-papua-new-guinea,2014-09-01,"Earliest day on whichFather's Daycan fall, while September 7 is the latest; celebrated on the first Sunday in September. (Australia,Fiji,New Zealand,Papua New Guinea)",http://en.wikipedia.org/wiki/Father%27s_Day,
wikipedia-2014-09-01earliest-day-on-whichlabor-daycan-fall-while-september-7-is-the-latest;-celebrated-on-the-first-monday-in-september-united-states-canada-palau,2014-09-01,"Earliest day on whichLabor Daycan fall, while September 7 is the latest; celebrated on the first Monday in September. (United States,Canada,Palau)",http://en.wikipedia.org/wiki/Labor_Day,
wikipedia-2014-09-01first-day-of-schoolin-manycountriesinasia-europeandthe-americas,2014-09-01,"First day of schoolin manycountriesinAsia,Europeandthe Americas.",http://en.wikipedia.org/wiki/First_day_of_school,
wikipedia-2014-09-01independence-day-celebrates-the-independence-ofuzbekistanfrom-thesoviet-unionin-1991,2014-09-01,"Independence Day, celebrates the independence ofUzbekistanfrom theSoviet Unionin 1991.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-09-01journalist-day-republic-of-china,2014-09-01,Journalist Day(Republic of China),http://en.wikipedia.org/wiki/Public_holidays_in_the_Republic_of_China,
wikipedia-2014-09-01knowledge-day-russia,2014-09-01,Knowledge Day(Russia),http://en.wikipedia.org/wiki/Knowledge_Day,
wikipedia-2014-09-01teachers-day-singapore,2014-09-01,Teachers' Day(Singapore),http://en.wikipedia.org/wiki/Teachers%27_Day,
wikipedia-2014-09-02christianfeast-day:acepsimas-of-hnaitaand-companions-syriac-orthodox-church-agricola-of-avignonantoninus-of-pamierscastor-of-aptnonnosussan-esteban-del-rey-acoma-pueblo-n-f-s-grundtvig-lutheran-church-martyrs-of-papua-new-guinea-anglican-communion-september-2-eastern-orthodox-liturgics,2014-09-02,ChristianFeast Day:Acepsimas of Hnaitaand companions (Syriac Orthodox Church)Agricola of AvignonAntoninus of PamiersCastor of AptNonnosusSan Esteban del Rey(Acoma Pueblo)N. F. S. Grundtvig(Lutheran Church)Martyrs of Papua New Guinea(Anglican Communion)September 2 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-09-02acepsimas-of-hnaitaand-companions-syriac-orthodox-church,2014-09-02,Acepsimas of Hnaitaand companions (Syriac Orthodox Church),http://en.wikipedia.org/wiki/Acepsimas_of_Hnaita,
wikipedia-2014-09-02agricola-of-avignon,2014-09-02,Agricola of Avignon,http://en.wikipedia.org/wiki/Agricola_of_Avignon,
wikipedia-2014-09-02antoninus-of-pamiers,2014-09-02,Antoninus of Pamiers,http://en.wikipedia.org/wiki/Antoninus_of_Pamiers,
wikipedia-2014-09-02castor-of-apt,2014-09-02,Castor of Apt,http://en.wikipedia.org/wiki/Castor_of_Apt,
wikipedia-2014-09-02nonnosus,2014-09-02,Nonnosus,http://en.wikipedia.org/wiki/Nonnosus,
wikipedia-2014-09-02san-esteban-del-rey-acoma-pueblo,2014-09-02,San Esteban del Rey(Acoma Pueblo),"http://en.wikipedia.org/wiki/Feast_day_of_St_Stephen,_King_and_Confessor",
wikipedia-2014-09-02n-f-s-grundtvig-lutheran-church,2014-09-02,N. F. S. Grundtvig(Lutheran Church),http://en.wikipedia.org/wiki/N._F._S._Grundtvig,
wikipedia-2014-09-02martyrs-of-papua-new-guinea-anglican-communion,2014-09-02,Martyrs of Papua New Guinea(Anglican Communion),http://en.wikipedia.org/wiki/Lucian_Tapiedi,
wikipedia-2014-09-02september-2-eastern-orthodox-liturgics,2014-09-02,September 2 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/September_2_(Eastern_Orthodox_liturgics),
wikipedia-2014-09-02democracy-day-tibet,2014-09-02,Democracy Day(Tibet),http://en.wikipedia.org/wiki/Parliament_of_the_Central_Tibetan_Administration,
wikipedia-2014-09-02independence-day-transnistria-unrecognized,2014-09-02,"Independence day(Transnistria, unrecognized)",http://en.wikipedia.org/wiki/Independence_day,
wikipedia-2014-09-02independence-day-nagorno-karabakh-republic-unrecognized,2014-09-02,"Independence day (Nagorno-Karabakh Republic, unrecognized)",http://en.wikipedia.org/wiki/Nagorno-Karabakh_Republic,
wikipedia-2014-09-02national-day-celebrates-the-independence-ofvietnamfromjapanandfrancein-1945,2014-09-02,"National Day, celebrates the independence ofVietnamfromJapanandFrancein 1945.",http://en.wikipedia.org/wiki/National_Day,
wikipedia-2014-09-02sedantag-german-empire,2014-09-02,Sedantag(German Empire),http://en.wikipedia.org/wiki/Sedantag,
wikipedia-2014-09-03china-svictory-over-japancommemoration-related-observances:armed-forces-day-republic-of-china-v-j-day-people-s-republic-of-china,2014-09-03,China'svictory over Japancommemoration related observances:Armed Forces Day(Republic of China)V-J Day(People's Republic of China),http://en.wikipedia.org/wiki/Victory_over_Japan_Day,
wikipedia-2014-09-03armed-forces-day-republic-of-china,2014-09-03,Armed Forces Day(Republic of China),http://en.wikipedia.org/wiki/Armed_Forces_Day#Republic_of_China,
wikipedia-2014-09-03v-j-day-people-s-republic-of-china,2014-09-03,V-J Day(People's Republic of China),http://en.wikipedia.org/wiki/Victory_over_Japan_Day#China,
wikipedia-2014-09-03christianfeast-day:marinuspope-gregory-iremaclusprudence-crandall-episcopal-church-usa-september-3-eastern-orthodox-liturgics-robert-wolfall-presbyter-commemoration-anglicanism,2014-09-03,"ChristianFeast Day:MarinusPope Gregory IRemaclusPrudence Crandall(Episcopal Church (USA))September 3 (Eastern Orthodox liturgics)Robert Wolfall, Presbyter (commemoration,Anglicanism)",http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-09-03marinus,2014-09-03,Marinus,http://en.wikipedia.org/wiki/Saint_Marinus,
wikipedia-2014-09-03pope-gregory-i,2014-09-03,Pope Gregory I,http://en.wikipedia.org/wiki/Pope_Gregory_I,
wikipedia-2014-09-03remaclus,2014-09-03,Remaclus,http://en.wikipedia.org/wiki/Remaclus,
wikipedia-2014-09-03prudence-crandall-episcopal-church-usa,2014-09-03,Prudence Crandall(Episcopal Church (USA)),http://en.wikipedia.org/wiki/Prudence_Crandall,
wikipedia-2014-09-03september-3-eastern-orthodox-liturgics,2014-09-03,September 3 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/September_3_(Eastern_Orthodox_liturgics),
wikipedia-2014-09-03robert-wolfall-presbyter-commemoration-anglicanism,2014-09-03,"Robert Wolfall, Presbyter (commemoration,Anglicanism)",http://en.wikipedia.org/wiki/Robert_Wolfall,
wikipedia-2014-09-03feast-of-san-marino-and-the-republic-celebrates-the-foundation-of-therepublic-of-san-marinoin-301,2014-09-03,"Feast of San Marino and the Republic, celebrates the foundation of theRepublic of San Marinoin 301.",http://en.wikipedia.org/wiki/San_Marino#Public_holidays_and_festivals,
wikipedia-2014-09-03flag-day-australia,2014-09-03,Flag Day (Australia),http://en.wikipedia.org/wiki/Flag_Day_(Australia),
wikipedia-2014-09-03independence-day-celebrates-the-second-independence-ofqatarfrom-theunited-kingdomin-1971,2014-09-03,"Independence Day, celebrates the second independence ofQatarfrom theUnited Kingdomin 1971.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-09-03levy-mwanawasa-day-zambia,2014-09-03,Levy Mwanawasa Day(Zambia),http://en.wikipedia.org/wiki/Levy_Mwanawasa,
wikipedia-2014-09-03memorial-day-tunisia,2014-09-03,Memorial Day(Tunisia),http://en.wikipedia.org/wiki/Memorial_Day,
wikipedia-2014-09-03merchant-navy-remembrance-day-canada,2014-09-03,Merchant Navy Remembrance Day(Canada),http://en.wikipedia.org/wiki/Canadian_Merchant_Navy,
wikipedia-2014-09-03merchant-navy-day-united-kingdom,2014-09-03,Merchant Navy Day(United Kingdom),http://en.wikipedia.org/wiki/Merchant_Navy_(United_Kingdom),
wikipedia-2014-09-04christianfeast-day:blessedcatherine-of-racconigimosesandaaron-lutheran-churchandeastern-orthodox-church-rosaliarose-of-viterboultan-of-ardbraccanseptember-4-eastern-orthodox-liturgics-paul-jones-bishop-episcopal-church-usa,2014-09-04,ChristianFeast Day:BlessedCatherine of RacconigiMosesandAaron(Lutheran ChurchandEastern Orthodox Church)RosaliaRose of ViterboUltan of ArdbraccanSeptember 4 (Eastern Orthodox liturgics)Paul Jones (bishop)(Episcopal Church (USA)),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-09-04blessedcatherine-of-racconigi,2014-09-04,BlessedCatherine of Racconigi,http://en.wikipedia.org/wiki/Catherine_of_Racconigi,
wikipedia-2014-09-04mosesandaaron-lutheran-churchandeastern-orthodox-church,2014-09-04,MosesandAaron(Lutheran ChurchandEastern Orthodox Church),http://en.wikipedia.org/wiki/Moses,
wikipedia-2014-09-04rosalia,2014-09-04,Rosalia,http://en.wikipedia.org/wiki/Saint_Rosalia,
wikipedia-2014-09-04rose-of-viterbo,2014-09-04,Rose of Viterbo,http://en.wikipedia.org/wiki/Rose_of_Viterbo,
wikipedia-2014-09-04ultan-of-ardbraccan,2014-09-04,Ultan of Ardbraccan,http://en.wikipedia.org/wiki/Ultan_of_Ardbraccan,
wikipedia-2014-09-04september-4-eastern-orthodox-liturgics,2014-09-04,September 4 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/September_4_(Eastern_Orthodox_liturgics),
wikipedia-2014-09-04paul-jones-bishop-episcopal-church-usa,2014-09-04,Paul Jones (bishop)(Episcopal Church (USA)),http://en.wikipedia.org/wiki/Paul_Jones_(bishop),
wikipedia-2014-09-04immigrant-s-day-argentina,2014-09-04,Immigrant's Day(Argentina),http://en.wikipedia.org/wiki/Immigration_to_Argentina,
wikipedia-2014-09-04newspaper-carrier-day-united-states,2014-09-04,Newspaper Carrier Day(United States),http://en.wikipedia.org/wiki/Newspaper_Carrier_Day,
wikipedia-2014-09-04the-first-day-of-theludi-romaniuntil19-september-roman-empire,2014-09-04,The first day of theLudi Romaniuntil19 September. (Roman Empire),http://en.wikipedia.org/wiki/Ludi_Romani,
wikipedia-2014-09-05christianfeast-day:bertinblessed-teresa-of-calcuttagenebaldzechariahandelisabeth-anglicanandeastern-orthodox-church-gregorio-aglipay-episcopal-church-usa-september-5-eastern-orthodox-liturgics,2014-09-05,ChristianFeast Day:BertinBlessed Teresa of CalcuttaGenebaldZechariahandElisabeth(AnglicanandEastern Orthodox Church)Gregorio Aglipay(Episcopal Church (USA))September 5 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-09-05bertin,2014-09-05,Bertin,http://en.wikipedia.org/wiki/Bertin,
wikipedia-2014-09-05blessed-teresa-of-calcutta,2014-09-05,Blessed Teresa of Calcutta,http://en.wikipedia.org/wiki/Blessed_Teresa_of_Calcutta,
wikipedia-2014-09-05genebald,2014-09-05,Genebald,http://en.wikipedia.org/wiki/Genebald,
wikipedia-2014-09-05zechariahandelisabeth-anglicanandeastern-orthodox-church,2014-09-05,ZechariahandElisabeth(AnglicanandEastern Orthodox Church),http://en.wikipedia.org/wiki/Zechariah_(priest),
wikipedia-2014-09-05gregorio-aglipay-episcopal-church-usa,2014-09-05,Gregorio Aglipay(Episcopal Church (USA)),http://en.wikipedia.org/wiki/Gregorio_Aglipay,
wikipedia-2014-09-05september-5-eastern-orthodox-liturgics,2014-09-05,September 5 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/September_5_(Eastern_Orthodox_liturgics),
wikipedia-2014-09-05earliest-date-on-whichjeune-genevoiscan-fall-while-september-11-is-the-latest;-celebrated-on-thursday-after-the-first-sunday-of-september-canton-of-geneva,2014-09-05,"Earliest date on whichJeûne genevoiscan fall, while September 11 is the latest; celebrated on Thursday after the first Sunday of September. (Canton of Geneva)",http://en.wikipedia.org/wiki/Je%C3%BBne_genevois,
wikipedia-2014-09-05jupiter-stator-commemorates-thatjupiterhelpedromulusto-stop-thesabineinvasion-undertitus-tatius-roman-empire,2014-09-05,"Jupiter Stator, commemorates thatJupiterhelpedRomulusto stop theSabineinvasion underTitus Tatius. (Roman Empire)",http://en.wikipedia.org/wiki/Jupiter_Stator,
wikipedia-2014-09-05teachers-day-india,2014-09-05,Teachers' Day(India),http://en.wikipedia.org/wiki/Teachers%27_Day,
wikipedia-2014-09-06armed-forces-day-sao-tome-and-principe,2014-09-06,Armed Forces Day(São Tomé and Príncipe),http://en.wikipedia.org/wiki/Public_holidays_in_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,
wikipedia-2014-09-06christianfeast-days:beggachagnoaldgondulphus-of-metzseptember-6-eastern-orthodox-liturgics,2014-09-06,ChristianFeast Days:BeggaChagnoaldGondulphus of MetzSeptember 6 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Days,
wikipedia-2014-09-06begga,2014-09-06,Begga,http://en.wikipedia.org/wiki/Begga,
wikipedia-2014-09-06chagnoald,2014-09-06,Chagnoald,http://en.wikipedia.org/wiki/Chagnoald,
wikipedia-2014-09-06gondulphus-of-metz,2014-09-06,Gondulphus of Metz,http://en.wikipedia.org/wiki/Gondulphus_of_Metz,
wikipedia-2014-09-06september-6-eastern-orthodox-liturgics,2014-09-06,September 6 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/September_6_(Eastern_Orthodox_liturgics),
wikipedia-2014-09-06defence-dayorarmy-day-pakistan,2014-09-06,Defence DayorArmy Day(Pakistan),http://en.wikipedia.org/wiki/Public_holidays_in_Pakistan,
wikipedia-2014-09-06flag-day-bonaire,2014-09-06,Flag Day(Bonaire),http://en.wikipedia.org/wiki/Flag_Day,
wikipedia-2014-09-06independence-day-celebrates-the-independence-ofswazilandfrom-theunited-kingdomin-1968,2014-09-06,"Independence Day, celebrates the independence ofSwazilandfrom theUnited Kingdomin 1968",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-09-06stillbirth-remembrance-day-severalu-s-statesandcanadian-provinces,2014-09-06,Stillbirth Remembrance Day(severalU.S. statesandCanadian provinces),http://en.wikipedia.org/wiki/Stillbirth_Remembrance_Day,
wikipedia-2014-09-06unification-day-bulgaria,2014-09-06,Unification Day (Bulgaria),http://en.wikipedia.org/wiki/Unification_Day_(Bulgaria),
wikipedia-2014-09-06the-earliest-date-on-which-theabbots-bromley-horn-danceis-performed,2014-09-06,The earliest date on which theAbbots Bromley Horn Danceis performed,http://en.wikipedia.org/wiki/Abbots_Bromley_Horn_Dance,
wikipedia-2014-09-07christianfeast-day:anastasius-the-fullerclodoaldgratus-of-aostareginaseptember-7-eastern-orthodox-liturgics,2014-09-07,ChristianFeast Day:Anastasius the FullerClodoaldGratus of AostaReginaSeptember 7 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-09-07anastasius-the-fuller,2014-09-07,Anastasius the Fuller,http://en.wikipedia.org/wiki/Anastasius_the_Fuller,
wikipedia-2014-09-07clodoald,2014-09-07,Clodoald,http://en.wikipedia.org/wiki/Clodoald,
wikipedia-2014-09-07gratus-of-aosta,2014-09-07,Gratus of Aosta,http://en.wikipedia.org/wiki/Gratus_of_Aosta,
wikipedia-2014-09-07regina,2014-09-07,Regina,http://en.wikipedia.org/wiki/Saint_Regina_(martyr),
wikipedia-2014-09-07september-7-eastern-orthodox-liturgics,2014-09-07,September 7 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/September_7_(Eastern_Orthodox_liturgics),
wikipedia-2014-09-07independence-day-celebrates-the-independence-ofbrazilfromportugalin-1822,2014-09-07,"Independence day, celebrates the independence ofBrazilfromPortugalin 1822",http://en.wikipedia.org/wiki/Independence_Day_(Brazil),
wikipedia-2014-09-07national-threatened-species-day-australia,2014-09-07,National Threatened Species Day(Australia),http://en.wikipedia.org/wiki/Thylacine#.22Benjamin.22_and_searches,
